code,raw_code,date,action_day,time,time_raw,status,price,open,high,low,pre_close,high_limited,low_limited,volume,turnover,num_trades,BidPrice1,BidVolume1,AskPrice1,AskVolume1,BidPrice2,BidVolume2,AskPrice2,AskVolume2,BidPrice3,BidVolume3,AskPrice3,AskVolume3,BidPrice4,BidVolume4,AskPrice4,AskVolume4,BidPrice5,BidVolume5,AskPrice5,AskVolume5,BidPrice6,BidVolume6,AskPrice6,AskVolume6,BidPrice7,BidVolume7,AskPrice7,AskVolume7,BidPrice8,BidVolume8,AskPrice8,AskVolume8,BidPrice9,BidVolume9,AskPrice9,AskVolume9,BidPrice10,BidVolume10,AskPrice10,AskVolume10,total_bid_vol,total_ask_vol,recv_time
000931.SZ,000931,20260423,20260423,08:00:00.000,80000000,0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:15.842
000931.SZ,000931,20260423,20260423,08:28:45.000,82845000,0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:15.842
000931.SZ,000931,20260423,20260423,08:29:09.000,82909000,70,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:15.842
000931.SZ,000931,20260423,20260423,09:15:00.000,91500000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:15.842
000931.SZ,000931,20260423,20260423,09:15:09.000,91509000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.09,5600,5.09,5600,0.0,2000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:19.721
000931.SZ,000931,20260423,20260423,09:15:27.000,91527000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.09,6400,5.09,6400,0.0,1200,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:20.222
000931.SZ,000931,20260423,20260423,09:15:54.000,91554000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.08,7800,5.08,7800,0.0,1400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:20.222
000931.SZ,000931,20260423,20260423,09:16:21.000,91621000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.08,8900,5.08,8900,0.0,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:20.458
000931.SZ,000931,20260423,20260423,09:17:33.000,91733000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,8700,5.06,8700,0.0,0,0.0,200,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:20.938
000931.SZ,000931,20260423,20260423,09:18:27.000,91827000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,8700,5.06,8700,0.0,0,0.0,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:21.219
000931.SZ,000931,20260423,20260423,09:19:48.000,91948000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,8700,5.06,8700,0.0,0,0.0,1800,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:21.871
000931.SZ,000931,20260423,20260423,09:20:18.000,92018000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,10500,5.06,10500,0.0,18000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:22.044
000931.SZ,000931,20260423,20260423,09:20:27.000,92027000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,10500,5.06,10500,0.0,18800,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:22.262
000931.SZ,000931,20260423,20260423,09:20:36.000,92036000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,15400,5.06,15400,0.0,13900,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:22.262
000931.SZ,000931,20260423,20260423,09:21:30.000,92130000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,15600,5.06,15600,0.0,13700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:22.654
000931.SZ,000931,20260423,20260423,09:21:39.000,92139000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,15600,5.06,15600,0.0,14700,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:22.654
000931.SZ,000931,20260423,20260423,09:22:15.000,92215000,73,0.0,0.0,0.0,0.0,5.08,5.59,4.57,0,0.0,0,5.06,15600,5.06,15600,0.0,14900,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18:03:22.994
