code,time,time_raw,order,price,volume,order_kind,function_code,biz_index,recv_time
000931.SZ,09:15:00.030,91500030,1727,5.11,2000,0,B,0,15:32:21.189
000931.SZ,09:15:00.040,91500040,3588,5.72,100,0,S,0,15:32:21.189
000931.SZ,09:15:00.040,91500040,4491,5.72,1000,0,S,0,15:32:21.189
000931.SZ,09:15:00.050,91500050,6250,5.52,2100,0,S,0,15:32:21.189
000931.SZ,09:15:00.050,91500050,8329,5.14,200,0,B,0,15:32:21.189
000931.SZ,09:15:00.080,91500080,19927,5.26,2300,0,S,0,15:32:21.378
000931.SZ,09:15:00.080,91500080,19928,5.27,4600,0,S,0,15:32:21.378
000931.SZ,09:15:00.080,91500080,19929,5.33,1100,0,S,0,15:32:21.378
000931.SZ,09:15:00.080,91500080,19930,5.37,1200,0,S,0,15:32:21.378
000931.SZ,09:15:00.080,91500080,19993,5.16,1200,0,B,0,15:32:21.378
000931.SZ,09:15:00.090,91500090,24368,5.19,232,0,S,0,15:32:21.378
000931.SZ,09:15:00.090,91500090,26705,5.5,1000,0,S,0,15:32:21.378
000931.SZ,09:15:00.100,91500100,27284,5.05,1000,0,B,0,15:32:21.378
000931.SZ,09:15:00.100,91500100,29334,5.16,5000,0,B,0,15:32:21.561
000931.SZ,09:15:00.110,91500110,30826,5.49,500,0,S,0,15:32:21.561
000931.SZ,09:15:00.110,91500110,30859,5.5,1000,0,S,0,15:32:21.561
000931.SZ,09:15:00.110,91500110,31131,5.72,400,0,S,0,15:32:21.561
000931.SZ,09:15:00.110,91500110,31139,5.72,400,0,S,0,15:32:21.561
000931.SZ,09:15:00.110,91500110,32907,5.39,2000,0,S,0,15:32:21.561
000931.SZ,09:15:00.110,91500110,33411,5.64,1900,0,S,0,15:32:21.561
000931.SZ,09:15:00.120,91500120,35903,5.14,500,0,B,0,15:32:21.561
000931.SZ,09:15:00.120,91500120,38406,5.38,2000,0,S,0,15:32:21.561
000931.SZ,09:15:00.120,91500120,38934,4.99,1000,0,B,0,15:32:21.561
000931.SZ,09:15:00.130,91500130,40247,5.72,200,0,S,0,15:32:21.561
000931.SZ,09:15:00.130,91500130,40250,4.93,200,0,B,0,15:32:21.561
000931.SZ,09:15:00.130,91500130,44045,5.72,1100,0,S,0,15:32:21.748
000931.SZ,09:15:00.140,91500140,44361,5.43,2000,0,S,0,15:32:21.748
000931.SZ,09:15:00.140,91500140,45143,5.53,2000,0,S,0,15:32:21.748
000931.SZ,09:15:00.140,91500140,47833,5.6,500,0,S,0,15:32:21.748
000931.SZ,09:15:00.150,91500150,49800,5.2,900,0,B,0,15:32:21.748
000931.SZ,09:15:00.150,91500150,50157,5.28,6000,0,S,0,15:32:21.748
000931.SZ,09:15:00.150,91500150,50332,4.68,300,0,B,0,15:32:21.748
000931.SZ,09:15:00.150,91500150,50927,5.11,500,0,B,0,15:32:21.748
000931.SZ,09:15:00.150,91500150,51558,5.16,2000,0,B,0,15:32:21.748
000931.SZ,09:15:00.180,91500180,59898,5.05,600,0,B,0,15:32:21.920
000931.SZ,09:15:00.190,91500190,65275,5.48,2500,0,S,0,15:32:21.920
000931.SZ,09:15:00.190,91500190,65422,4.88,900,0,B,0,15:32:21.920
000931.SZ,09:15:00.200,91500200,65951,5.6,7800,0,S,0,15:32:22.064
000931.SZ,09:15:00.210,91500210,70620,5.34,2000,0,S,0,15:32:22.064
000931.SZ,09:15:00.220,91500220,72075,5.15,500,0,B,0,15:32:22.064
000931.SZ,09:15:00.240,91500240,75332,5.72,10000,0,S,0,15:32:22.064
000931.SZ,09:15:00.250,91500250,77148,5.7,500,0,S,0,15:32:22.236
000931.SZ,09:15:00.250,91500250,77324,5.16,1000,0,B,0,15:32:22.236
000931.SZ,09:15:00.260,91500260,79921,4.74,100,0,B,0,15:32:22.236
000931.SZ,09:15:00.290,91500290,84391,5.72,400,0,S,0,15:32:22.236
000931.SZ,09:15:00.300,91500300,86215,5.72,3800,0,S,0,15:32:22.236
000931.SZ,09:15:00.300,91500300,87408,5.05,500,0,B,0,15:32:22.236
000931.SZ,09:15:00.310,91500310,88335,5.54,1000,0,S,0,15:32:22.408
000931.SZ,09:15:00.310,91500310,88378,5.7,16000,0,S,0,15:32:22.408
000931.SZ,09:15:00.310,91500310,88428,5.72,200,0,S,0,15:32:22.408
000931.SZ,09:15:00.330,91500330,90612,5.72,4000,0,S,0,15:32:22.408
000931.SZ,09:15:00.330,91500330,91352,5.72,10000,0,S,0,15:32:22.408
000931.SZ,09:15:00.370,91500370,95927,5.48,30000,0,S,0,15:32:22.408
000931.SZ,09:15:00.370,91500370,95930,5.1,20000,0,B,0,15:32:22.408
000931.SZ,09:15:00.370,91500370,95934,5.27,20000,0,S,0,15:32:22.408
000931.SZ,09:15:00.370,91500370,95935,5.27,20000,0,S,0,15:32:22.408
000931.SZ,09:15:00.370,91500370,96070,5.35,100,0,S,0,15:32:22.408
000931.SZ,09:15:00.370,91500370,96303,5.4,1000,0,S,0,15:32:22.408
000931.SZ,09:15:00.390,91500390,97763,5.64,5000,0,S,0,15:32:22.408
000931.SZ,09:15:00.390,91500390,97993,5.72,500,0,S,0,15:32:22.408
000931.SZ,09:15:00.400,91500400,99053,5.24,800,0,B,0,15:32:22.408
000931.SZ,09:15:00.400,91500400,99941,5.16,20000,0,B,0,15:32:22.408
000931.SZ,09:15:00.430,91500430,102895,5.3,200,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102896,5.35,200,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102897,5.38,200,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102898,5.4,200,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102899,5.45,200,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102900,5.5,300,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102901,5.62,400,0,S,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102902,5.1,100,0,B,0,15:32:22.559
000931.SZ,09:15:00.430,91500430,102903,5.05,100,0,B,0,15:32:22.559
000931.SZ,09:15:00.440,91500440,104087,5.4,1000,0,S,0,15:32:22.559
000931.SZ,09:15:00.470,91500470,108801,5.3,5000,0,S,0,15:32:22.559
000931.SZ,09:15:00.480,91500480,110503,5.72,200,0,S,0,15:32:22.559
000931.SZ,09:15:00.480,91500480,110504,5.53,100,0,S,0,15:32:22.559
000931.SZ,09:15:00.480,91500480,110676,5.5,2000,0,S,0,15:32:22.559
000931.SZ,09:15:00.510,91500510,114545,5.72,10000,0,S,0,15:32:22.717
000931.SZ,09:15:00.510,91500510,114546,5.62,10000,0,S,0,15:32:22.717
000931.SZ,09:15:00.510,91500510,114547,5.1,2500,0,B,0,15:32:22.717
000931.SZ,09:15:00.510,91500510,114801,5.2,200,0,B,0,15:32:22.717
000931.SZ,09:15:00.510,91500510,114860,4.7,100,0,B,0,15:32:22.717
