code,raw_code,date,action_day,time,time_raw,status,price,open,high,low,pre_close,high_limited,low_limited,volume,turnover,num_trades,BidPrice1,BidVolume1,AskPrice1,AskVolume1,BidPrice2,BidVolume2,AskPrice2,AskVolume2,BidPrice3,BidVolume3,AskPrice3,AskVolume3,BidPrice4,BidVolume4,AskPrice4,AskVolume4,BidPrice5,BidVolume5,AskPrice5,AskVolume5,BidPrice6,BidVolume6,AskPrice6,AskVolume6,BidPrice7,BidVolume7,AskPrice7,AskVolume7,BidPrice8,BidVolume8,AskPrice8,AskVolume8,BidPrice9,BidVolume9,AskPrice9,AskVolume9,BidPrice10,BidVolume10,AskPrice10,AskVolume10,total_bid_vol,total_ask_vol,recv_time
000931.SZ,000931,20260421,20260421,08:00:00.000,80000000,0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:50.712
000931.SZ,000931,20260421,20260421,08:28:39.000,82839000,70,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:50.712
000931.SZ,000931,20260421,20260421,08:28:45.000,82845000,70,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:50.712
000931.SZ,000931,20260421,20260421,09:15:00.000,91500000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:50.712
000931.SZ,000931,20260421,20260421,09:15:09.000,91509000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,2700,5.13,2700,0.0,0,0.0,6632,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:54.342
000931.SZ,000931,20260421,20260421,09:15:27.000,91527000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,3100,5.13,3100,0.0,0,0.0,7412,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:54.808
000931.SZ,000931,20260421,20260421,09:15:54.000,91554000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,3800,5.13,3800,0.0,0,0.0,6712,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:55.073
000931.SZ,000931,20260421,20260421,09:16:12.000,91612000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,8800,5.13,8800,0.0,0,0.0,1912,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:55.125
000931.SZ,000931,20260421,20260421,09:16:21.000,91621000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,9400,5.13,9400,0.0,0,0.0,1912,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:55.271
000931.SZ,000931,20260421,20260421,09:17:24.000,91724000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,9400,5.13,9400,0.0,0,0.0,2512,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:55.648
000931.SZ,000931,20260421,20260421,09:17:51.000,91751000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,10600,5.13,10600,0.0,0,0.0,1712,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:55.810
000931.SZ,000931,20260421,20260421,09:18:00.000,91800000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,10600,5.13,10600,0.0,0,0.0,4512,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:55.822
000931.SZ,000931,20260421,20260421,09:18:27.000,91827000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,10600,5.13,10600,0.0,0,0.0,5112,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.192
000931.SZ,000931,20260421,20260421,09:18:36.000,91836000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,11100,5.13,11100,0.0,0,0.0,4612,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.192
000931.SZ,000931,20260421,20260421,09:18:45.000,91845000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,11100,5.13,11100,0.0,0,0.0,5612,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.192
000931.SZ,000931,20260421,20260421,09:19:12.000,91912000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,11100,5.13,11100,0.0,0,0.0,7012,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.505
000931.SZ,000931,20260421,20260421,09:19:21.000,91921000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,11100,5.13,11100,0.0,0,0.0,9712,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.505
000931.SZ,000931,20260421,20260421,09:19:30.000,91930000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,13200,5.13,13200,0.0,0,0.0,7612,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.505
000931.SZ,000931,20260421,20260421,09:19:39.000,91939000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,13200,5.13,13200,0.0,0,0.0,7912,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.842
000931.SZ,000931,20260421,20260421,09:19:48.000,91948000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,13200,5.13,13200,0.0,0,0.0,15512,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.842
000931.SZ,000931,20260421,20260421,09:20:09.000,92009000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,13300,5.13,13300,0.0,0,0.0,15812,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:56.842
000931.SZ,000931,20260421,20260421,09:20:27.000,92027000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,13300,5.13,13300,0.0,0,0.0,16412,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:57.124
000931.SZ,000931,20260421,20260421,09:20:36.000,92036000,73,0.0,0.0,0.0,0.0,5.1,5.61,4.59,0,0.0,0,5.13,13300,5.13,13300,0.0,0,0.0,17412,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,16:02:57.124
