code,time,time_raw,index,price,volume,turnover,bsflag,ask_order,bid_order,biz_index,recv_time
000931.SZ,10:08:32.970,100832970,20045982,0.0,1000,0.0,?,15077392,0,0,18:09:28.161
000931.SZ,10:08:32.970,100832970,20045984,0.0,1100,0.0,?,13785793,0,0,18:09:28.161
000931.SZ,10:08:33.000,100833000,20046124,0.0,1100,0.0,?,13534090,0,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046744,4.98,400,0.1992,S,20046743,19758948,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046745,4.98,1100,0.5478,S,20046743,19759155,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046746,4.98,200,0.0996,S,20046743,19759452,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046747,4.98,200,0.0996,S,20046743,19759683,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046748,4.98,1500,0.747,S,20046743,19760764,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046749,4.98,100,0.0498,S,20046743,19761211,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046750,4.98,200,0.0996,S,20046743,19761230,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046751,4.98,100,0.0498,S,20046743,19761600,0,18:09:28.161
000931.SZ,10:08:33.150,100833150,20046752,4.98,500,0.249,S,20046743,19766407,0,18:09:28.161
000931.SZ,10:08:33.340,100833340,20047865,4.99,200,0.0998,B,19532903,20047864,0,18:09:28.161
000931.SZ,10:08:36.450,100836450,20063819,4.99,1100,0.5489,B,19532903,20063818,0,18:09:28.422
000931.SZ,10:08:44.900,100844900,20101534,4.99,1000,0.499,B,19559394,20101533,0,18:09:29.253
000931.SZ,10:08:52.360,100852360,20133968,4.99,100,0.0499,B,19567321,20133967,0,18:09:30.034
000931.SZ,10:08:52.360,100852360,20133969,4.99,1600,0.7984,B,19710906,20133967,0,18:09:30.034
000931.SZ,10:08:52.360,100852360,20133970,4.99,100,0.0499,B,19725681,20133967,0,18:09:30.034
000931.SZ,10:08:52.360,100852360,20133971,4.99,1500,0.7485,B,19738996,20133967,0,18:09:30.034
000931.SZ,10:08:52.360,100852360,20133972,4.99,2500,1.2475,B,19738999,20133967,0,18:09:30.034
000931.SZ,10:08:52.360,100852360,20133973,4.99,700,0.3493,B,19776851,20133967,0,18:09:30.034
000931.SZ,10:08:52.360,100852360,20133974,4.99,2600,1.2974,B,19790892,20133967,0,18:09:30.034
000931.SZ,10:08:55.670,100855670,20147718,0.0,3000,0.0,?,19879806,0,0,18:09:30.269
000931.SZ,10:08:56.640,100856640,20150885,4.98,1500,0.747,S,20150884,19766407,0,18:09:30.357
000931.SZ,10:08:56.640,100856640,20150886,4.98,2200,1.0956,S,20150884,19767768,0,18:09:30.357
000931.SZ,10:08:56.640,100856640,20150887,4.98,100,0.0498,S,20150884,19772932,0,18:09:30.357
000931.SZ,10:08:57.740,100857740,20154987,4.99,600,0.2994,B,19790892,20154986,0,18:09:30.533
000931.SZ,10:08:57.740,100857740,20154988,4.99,200,0.0998,B,19897480,20154986,0,18:09:30.533
000931.SZ,10:09:00.320,100900320,20164510,0.0,2200,0.0,?,19897480,0,0,18:09:30.610
000931.SZ,10:09:03.290,100903290,20176339,4.98,100,0.0498,S,20176338,19772932,0,18:09:31.064
000931.SZ,10:09:03.290,100903290,20176340,4.98,100,0.0498,S,20176338,19775471,0,18:09:31.064
000931.SZ,10:09:03.290,100903290,20176341,4.98,100,0.0498,S,20176338,19780759,0,18:09:31.064
000931.SZ,10:09:03.290,100903290,20176342,4.98,500,0.249,S,20176338,19782944,0,18:09:31.064
000931.SZ,10:09:03.290,100903290,20176343,4.98,300,0.1494,S,20176338,19783835,0,18:09:31.064
000931.SZ,10:09:03.290,100903290,20176344,4.98,200,0.0996,S,20176338,19786982,0,18:09:31.064
000931.SZ,10:09:03.290,100903290,20176345,4.98,900,0.4482,S,20176338,19787010,0,18:09:31.064
000931.SZ,10:09:05.750,100905750,20186975,0.0,100,0.0,?,0,18817323,0,18:09:31.314
000931.SZ,10:09:06.170,100906170,20188693,0.0,200,0.0,?,0,18819212,0,18:09:31.314
000931.SZ,10:09:06.170,100906170,20188694,0.0,100,0.0,?,0,18819213,0,18:09:31.314
000931.SZ,10:09:06.170,100906170,20188695,0.0,100,0.0,?,0,18819210,0,18:09:31.314
000931.SZ,10:09:07.170,100907170,20192908,0.0,100,0.0,?,0,18824849,0,18:09:31.419
000931.SZ,10:09:07.470,100907470,20194134,0.0,100,0.0,?,0,18826527,0,18:09:31.419
000931.SZ,10:09:08.170,100908170,20196784,0.0,100,0.0,?,0,18830502,0,18:09:31.530
000931.SZ,10:09:27.570,100927570,20276775,4.99,500,0.2495,B,20001503,20276774,0,18:09:33.240
000931.SZ,10:09:43.570,100943570,20348919,4.98,100,0.0498,S,20348918,19787010,0,18:09:34.786
000931.SZ,10:09:55.380,100955380,20398445,0.0,700,0.0,?,0,15879745,0,18:09:35.705
000931.SZ,10:10:02.020,101002020,20424982,0.0,200,0.0,?,0,19997063,0,18:09:36.388
000931.SZ,10:10:02.030,101002030,20425011,4.98,200,0.0996,S,20425010,19788160,0,18:09:36.388
000931.SZ,10:10:05.130,101005130,20438670,4.98,1100,0.5478,S,20438669,19788160,0,18:09:36.705
000931.SZ,10:10:05.130,101005130,20438671,4.98,100,0.0498,S,20438669,19799688,0,18:09:36.705
000931.SZ,10:10:05.130,101005130,20438672,4.98,1000,0.498,S,20438669,19800176,0,18:09:36.705
000931.SZ,10:10:05.130,101005130,20438673,4.98,800,0.3984,S,20438669,19808350,0,18:09:36.705
000931.SZ,10:10:05.130,101005130,20438674,4.98,1000,0.498,S,20438669,19808736,0,18:09:36.705
000931.SZ,10:10:05.130,101005130,20438675,4.98,200,0.0996,S,20438669,19815157,0,18:09:36.705
000931.SZ,10:10:05.130,101005130,20438676,4.98,400,0.1992,S,20438669,19827747,0,18:09:36.705
000931.SZ,10:10:05.150,101005150,20438784,0.0,3200,0.0,?,0,19827803,0,18:09:36.705
000931.SZ,10:10:12.010,101012010,20463324,4.99,200,0.0998,B,20001503,20463323,0,18:09:37.297
000931.SZ,10:10:15.900,101015900,20480197,0.0,3200,0.0,?,20425137,0,0,18:09:37.669
000931.SZ,10:10:20.230,101020230,20504626,4.98,700,0.3486,S,20504625,19827747,0,18:09:38.095
000931.SZ,10:10:20.230,101020230,20504627,4.98,100,0.0498,S,20504625,19838778,0,18:09:38.095
000931.SZ,10:10:20.230,101020230,20504628,4.98,600,0.2988,S,20504625,19842221,0,18:09:38.095
000931.SZ,10:10:30.280,101030280,20551715,0.0,500,0.0,?,20224650,0,0,18:09:39.143
000931.SZ,10:10:32.840,101032840,20562465,0.0,800,0.0,?,0,20452457,0,18:09:39.267
000931.SZ,10:10:34.860,101034860,20571407,0.0,1000,0.0,?,0,15288585,0,18:09:39.481
000931.SZ,10:10:35.610,101035610,20575171,4.99,2300,1.1477,B,20001503,20575170,0,18:09:39.561
000931.SZ,10:10:35.610,101035610,20575172,4.99,500,0.2495,B,20115838,20575170,0,18:09:39.561
000931.SZ,10:10:35.610,101035610,20575173,4.99,1000,0.499,B,20212836,20575170,0,18:09:39.561
000931.SZ,10:10:35.610,101035610,20575174,4.99,1200,0.5988,B,20215471,20575170,0,18:09:39.561
000931.SZ,10:10:35.710,101035710,20575506,0.0,1100,0.0,?,20520085,0,0,18:09:39.561
000931.SZ,10:10:35.770,101035770,20575735,0.0,2200,0.0,?,13667725,0,0,18:09:39.561
000931.SZ,10:10:36.250,101036250,20577975,0.0,1000,0.0,?,0,14133609,0,18:09:39.670
000931.SZ,10:10:36.570,101036570,20580037,0.0,40000,0.0,?,14381055,0,0,18:09:39.670
000931.SZ,10:10:39.680,101039680,20593557,4.98,1100,0.5478,S,20593556,19842221,0,18:09:39.985
000931.SZ,10:10:39.920,101039920,20594704,0.0,800,0.0,?,20215471,0,0,18:09:39.985
000931.SZ,10:10:39.920,101039920,20594705,0.0,1000,0.0,?,20590045,0,0,18:09:39.985
000931.SZ,10:10:39.920,101039920,20594715,0.0,1000,0.0,?,13667754,0,0,18:09:39.985
000931.SZ,10:10:39.930,101039930,20594716,0.0,1000,0.0,?,15035998,0,0,18:09:39.985
000931.SZ,10:10:39.930,101039930,20594768,0.0,1000,0.0,?,13448887,0,0,18:09:39.985
000931.SZ,10:10:39.950,101039950,20594830,0.0,1000,0.0,?,16263911,0,0,18:09:39.985
